ID,RO_E15,RO_G15,RO_TOTAL,P_RO_E15,P_RO_G15,PER_WHITE,PER_BLACK,PER_ASIAN,PER_HISP
C20034,112,174,286,0.391608392,0.608391608,0.378025157,0.374636995,0.139883832,0.071636011
C20035,80,63,143,0.559440559,0.440559441,0.004106776,0.98100616,0.003080082,0.00513347
C20036,60,30,90,0.666666667,0.333333333,0.002949853,0.94690266,0,0.007374632
C20037,54,38,92,0.586956522,0.413043478,0.001814882,0.985480944,0,0.005444646
C20038,64,48,112,0.571428571,0.428571429,0.053308824,0.801470588,0.036764706,0.090073529
C20039,20,23,43,0.465116279,0.534883721,0.005494505,0.973443223,0,0.011904762
C21001,208,119,327,0.636085627,0.363914373,0.003759398,0.941102758,0,0.02255639
C21002,118,83,201,0.587064677,0.412935323,4.04E-12,0.979865772,0,0.008628955
C21003,184,121,305,0.603278689,0.396721311,0.000992064,0.969246031,0.000992064,0.011904762
C21004,151,132,283,0.533568905,0.466431095,0.002688172,0.979390681,0,0.009856631
C21005,188,147,335,0.56119403,0.43880597,0.00386598,0.962628866,4.52E-12,0.012886598
C21006,154,103,257,0.59922179,0.40077821,0.006224068,0.979253111,0,0.011410788
C21007,198,130,328,0.603658537,0.396341463,0.001356852,0.986431479,0.002713704,0.002713704
C21008,151,119,270,0.559259259,0.440740741,0,0.983792544,0.000810373,0.002431118
C21009,192,142,334,0.574850299,0.425149701,0.00397878,0.98806366,0,0.00132626
C21010,163,118,281,0.580071174,0.419928826,0.001231527,0.980295566,0,0.012315271
C21011,190,94,284,0.669014085,0.330985915,0.006335797,0.973600844,0,0.011615629
C21012,161,109,270,0.596296296,0.403703704,0,0.989702517,0,0.002288329
C21013,145,115,260,0.557692308,0.442307692,0.000918274,0.981634527,0,0.007346189
C21014,209,140,349,0.598853868,0.401146132,0.003250271,0.986998917,0,0.003250271
C21015,151,110,261,0.578544061,0.421455939,0.000909918,0.969972705,0,0.006369427
C21016,164,101,265,0.618867925,0.381132075,0.004098361,0.974385246,0.00204918,0.007172131
C21017,137,113,250,0.548,0.452,0.006097559,0.964430896,0.00101626,0.017276423
C21018,201,126,327,0.614678899,0.385321101,0.002775208,0.972247918,0,0.005550416
C21019,199,104,303,0.656765677,0.343234323,0.001127396,0.978579482,0,0.00789177
C21020,170,109,279,0.609318996,0.390681004,0,0.966120217,0,0.016393443
C21021,149,84,233,0.639484979,0.360515021,0.007653062,0.956632652,0,0.017857144
C21022,169,112,281,0.601423488,0.398576512,0.002369668,0.990521327,0,0.004739336
C21023,146,123,269,0.542750929,0.457249071,0.00655308,0.965923985,0.002621232,0.011795544
C21024,172,113,285,0.603508772,0.396491228,0.001239157,0.98141264,0,0.006195787
C21025,153,126,279,0.548387097,0.451612903,0.001172333,0.954279017,0,0.018757326
C21026,157,100,257,0.610894942,0.389105058,0.003793627,0.97875569,0.000758725,0.006069803
C21027,150,148,298,0.503355705,0.496644295,0.00234192,0.967213115,0,0.018735362
C21028,191,142,333,0.573573574,0.426426426,0.003526093,0.983074753,0.000705219,0.009873061
C21029,170,123,293,0.580204778,0.419795222,0.000985222,0.980295568,0,0.006896551
C21030,115,80,195,0.58974359,0.41025641,0,0.985267036,0,0.008287292
C21031,135,84,219,0.616438356,0.383561644,0.001795333,0.994613998,1.19E-09,0
C21032,164,107,271,0.605166052,0.394833948,0,0.980911984,0.001060445,0.014846235
C21033,169,120,289,0.584775087,0.415224913,1.86E-10,0.985492225,0,0.010362695
C21034,143,133,276,0.518115942,0.481884058,0.004012841,0.979935795,0,0.004012841
C21035,202,107,309,0.653721683,0.346278317,0.001234568,0.974074073,0,0.007407408
C21036,170,118,288,0.590277778,0.409722222,0.001005025,0.980904522,0,0.009045226
C21037,132,105,237,0.556962025,0.443037975,0.009020618,0.989690722,0,0.00128866
C21038,151,94,245,0.616326531,0.383673469,2.17E-11,0.986373959,0,0.00681302
C21039,121,85,206,0.587378641,0.412621359,0.001601281,0.970376302,0,0.021617293
C21040,161,84,245,0.657142857,0.342857143,0.006053269,0.974576271,0,0.006053269
C21041,175,139,314,0.557324841,0.442675159,0.018348624,0.964449541,0.002293578,0.005733945
C21042,190,124,314,0.605095541,0.394904459,0.00492126,0.96948819,0,0.008858267
C21043,177,108,285,0.621052632,0.378947368,0.001906578,0.979027643,0,0.007626313
C21044,165,130,295,0.559322034,0.440677966,0.007077856,0.967644086,0,0.023255813
C21045,161,128,289,0.557093426,0.442906574,0.002890173,0.979768786,0.000963391,0.012524085
C21046,180,145,325,0.553846154,0.446153846,0.003329634,0.974472808,0.001109878,0.004439512
C21047,146,106,252,0.579365079,0.420634921,0,0.988309353,0,0.001798562
C21048,165,100,265,0.622641509,0.377358491,0.005230126,0.981171547,0,0.006276151
C21049,182,148,330,0.551515152,0.448484848,0.002436054,0.990255786,0,0.004872107
C21050,142,103,245,0.579591837,0.420408163,0.003401361,0.976190476,0,0.013605442
C21051,202,124,326,0.619631902,0.380368098,0.00308642,0.980452678,0,0.00823045
C21052,160,140,300,0.533333333,0.466666667,0,0.974358976,0,0.003944773
C21053,123,102,225,0.546666667,0.453333333,0.004504504,0.968468469,0.001501501,0.013513513
C21054,142,88,230,0.617391304,0.382608696,0.001114827,0.995540691,0,0.003344482
C22001,102,73,175,0.582857143,0.417142857,0.005226481,0.87456446,0,0.116724739
C22002,147,186,333,0.441441441,0.558558559,0.399327807,0.006757222,0.013514443,0.579049084
C22003,26,410,436,0.059633028,0.940366972,0.017246175,0.000556329,4.72E-13,0.980806675
C22004,16,258,274,0.058394161,0.941605839,0.015336217,0.005112072,0.003145891,0.972866693
C22005,32,288,320,0.1,0.9,0.020547944,0.008675799,0.000913242,0.96803653
C22006,34,302,336,0.101190476,0.898809524,0.019170753,0.004904149,0.000891663,0.973695941
C22007,24,216,240,0.1,0.9,0.025439129,0.003028468,0.001211387,0.967292549
C22008,175,197,372,0.470430108,0.529569892,0.246628204,0.07323946,0.027521486,0.649681273
C22009,12,245,257,0.046692607,0.953307393,0.014438753,0.000931532,0,0.980903584
C22010,50,386,436,0.114678899,0.885321101,0.03276836,0.000376648,0.000376648,0.963465161
C22011,27,237,264,0.102272727,0.897727273,0.015955324,0.003589948,0,0.977662546
C22012,109,184,293,0.372013652,0.627986348,0.127630686,0.171079431,0.048879837,0.638153428
C22013,41,274,315,0.13015873,0.86984127,0.027070707,0.005656569,0.002424242,0.959999997
C22014,44,185,229,0.192139738,0.807860262,0.039386189,0.134526854,0.001023018,0.823529413
C22015,21,213,234,0.08974359,0.91025641,0.016220599,0.00324412,0.004460665,0.972424981
C22016,32,254,286,0.111888112,0.888111888,0.029006362,0.001821076,0,0.969172561
C22017,30,303,333,0.09009009,0.90990991,0.016813452,0.018815051,0.001200961,0.962770217
C22018,25,224,249,0.100401606,0.899598394,0.019985196,0.020725389,0.000370096,0.955588453
C22019,43,81,124,0.346774194,0.653225806,0.025703794,0.848225227,0,0.122399009
C22020,38,267,305,0.124590164,0.875409836,0.019230769,0.00295858,6.06E-11,0.976701183
C22021,123,177,300,0.41,0.59,0.004830918,0.891649419,0,0.089717041
C22022,30,238,268,0.111940299,0.888059701,0.01402033,0.026989133,0.001051525,0.945671226
C22023,216,127,343,0.629737609,0.370262391,0.004359198,0.862249343,0,0.128160421
C22024,29,341,370,0.078378378,0.921621622,0.016024654,0.001232666,0,0.978736517
C22025,32,305,337,0.09495549,0.90504451,0.007529581,0.004302616,0.000717103,0.984582289
C23001,202,129,331,0.610271903,0.389728097,0.763426838,0.020459974,0.005115114,0.208440558
C23002,172,137,309,0.556634304,0.443365696,0.653110988,0.016802881,0.015040244,0.307079286
C23003,197,109,306,0.64379085,0.35620915,0.705202312,0.001156069,0.003468208,0.285549133
C23004,215,153,368,0.58423913,0.41576087,0.615062768,0,0.003138075,0.370292883
C23005,84,201,285,0.294736842,0.705263158,0.11860596,0.030916245,0.006745363,0.840359751
C23006,118,203,321,0.367601246,0.632398754,0.225551157,0.017524022,0.011871115,0.740531377
C23007,76,187,263,0.288973384,0.711026616,0.115431347,0.009720534,0.002430134,0.871810452
C23008,182,180,362,0.502762431,0.497237569,0.458410343,0.018484289,0.006161429,0.513247079
C23009,64,176,240,0.266666667,0.733333333,0.095588235,0.050857843,0.014705883,0.835171569
C23010,120,217,337,0.356083086,0.643916914,0.19887525,0.009202455,0.010736196,0.774539883
C23011,79,246,325,0.243076923,0.756923077,0.106806853,0.012728274,0.000553403,0.878804663
C23012,183,153,336,0.544642857,0.455357143,0.726204467,1.46E-10,0.00587544,0.264394829
C23013,39,154,193,0.202072539,0.797927461,0.060246677,0.006166982,0.001423149,0.930265658
C23014,173,124,297,0.582491582,0.417508418,0.690826728,0.003397508,0.020385051,0.272933181
C23015,74,184,258,0.286821705,0.713178295,0.066323616,0.069754149,0.005717553,0.851343618
C23016,187,126,313,0.597444089,0.402555911,0.694303022,0.006192599,0,0.283412284
C23017,37,140,177,0.209039548,0.790960452,0.068051948,0.115324673,0.001558441,0.811428574
C23018,132,147,279,0.47311828,0.52688172,0.639803584,0.031395674,0.007331834,0.305760464
C23019,50,185,235,0.212765957,0.787234043,0.063863757,0.077168708,0.000532198,0.853645556
C23020,45,139,184,0.244565217,0.755434783,0.068577868,0.012366519,0.000562116,0.916807157
C23021,191,128,319,0.598746082,0.401253918,0.725513905,0.002418379,0.00120919,0.256348249
C23022,170,133,303,0.561056106,0.438943894,0.654712267,0.001668057,0.00500417,0.331109251
C23023,180,145,325,0.553846154,0.446153846,0.704495984,0.002141341,0.007494696,0.27944395
C23024,54,182,236,0.228813559,0.771186441,0.157698056,0.00523169,0.014200301,0.821375185
C23025,96,182,278,0.345323741,0.654676259,0.272632125,0.020931451,0.002616431,0.701203561
C23026,130,176,306,0.424836601,0.575163399,0.273103449,0.020689655,0.012413793,0.690344827
C23027,186,143,329,0.565349544,0.434650456,0.718725717,1.51E-09,0.007124996,0.270743402
C23028,167,160,327,0.510703364,0.489296636,0.524873769,0.00608947,0.031469344,0.426399667
C23029,149,118,267,0.558052434,0.441947566,0.514705872,0.003393665,0.00678733,0.461538471
C23030,99,233,332,0.298192771,0.701807229,0.129083247,0.034773446,0.011064279,0.818756584
C23031,50,190,240,0.208333333,0.791666667,0.094062304,0.084656076,0.004115225,0.811875389
C23032,93,209,302,0.30794702,0.69205298,0.100529102,0.062962959,0.001587301,0.825396829
C23033,60,232,292,0.205479452,0.794520548,0.086126866,0.002062919,0.007735946,0.900464161
C23034,68,189,257,0.26459144,0.73540856,0.069437883,0.019367028,7.37E-10,0.906471422
C23035,130,125,255,0.509803922,0.490196078,0.671105196,0.005326232,0.007989347,0.308921436
C23036,226,127,353,0.640226629,0.359773371,0.693364287,0.004576689,0.006865033,0.267733858
C23037,201,112,313,0.642172524,0.357827476,0.744552062,0,0.004842615,0.245762707
C23038,155,121,276,0.561594203,0.438405797,0.642773206,0.015276146,0.001175088,0.338425384
C23039,71,212,283,0.250883392,0.749116608,0.111838194,0.003569304,0.009518144,0.875074357
C24001,113,103,216,0.523148148,0.476851852,0.004561003,0.953249712,0.001140251,0.029646522
C24002,101,95,196,0.515306122,0.484693878,0.001509434,0.981132075,9.35E-11,0.01509434
C24003,125,98,223,0.560538117,0.439461883,0.008275862,0.915172415,0.000689655,0.063448275
C24004,114,73,187,0.609625668,0.390374332,0.003147954,0.963273871,0.001049318,0.019937042
C24005,66,70,136,0.485294118,0.514705882,2.15E-09,0.962962963,0,0.027434841
C24006,120,112,232,0.517241379,0.482758621,0.024034334,0.934763949,0.000858369,0.030901287
C24007,41,108,149,0.275167785,0.724832215,0.060377358,0.216981122,0.016037735,0.697169822
C24008,79,71,150,0.526666667,0.473333333,0.002728513,0.961800819,0,0.027285129
C24009,124,96,220,0.563636364,0.436363636,0.021462638,0.945151022,0.000794913,0.023847389
C24010,58,74,132,0.439393939,0.560606061,0.004322767,0.940922192,0.005763689,0.041786742
C24011,121,106,227,0.533039648,0.466960352,0.006105835,0.93826323,0,0.044097693
C24012,73,52,125,0.584,0.416,0.003452242,0.953970093,0.002301494,0.026467196
C24013,72,44,116,0.620689655,0.379310345,0.008760951,0.968710879,0.001251566,0.016270344
C24014,105,88,193,0.544041451,0.455958549,0.023020259,0.934622464,8.84E-17,0.027624313
C24015,76,63,139,0.54676259,0.45323741,0,0.979460845,0.001283697,0.01412067
C24016,60,203,263,0.228136882,0.771863118,0.130646735,0.627559315,0.002599935,0.23700032
C24017,86,72,158,0.544303797,0.455696203,0.011310085,0.956644676,0,0.027332703
C24018,133,119,252,0.527777778,0.472222222,0.004528987,0.979166663,0.000905797,0.008152175
C24019,140,107,247,0.566801619,0.433198381,0.001626016,0.981300812,0.002439024,0.009756099
C24020,93,79,172,0.540697674,0.459302326,0.001030928,0.992783504,0,0.006185568
C24021,61,52,113,0.539823009,0.460176991,0.009104703,0.971168434,1.46E-10,0.015174511
C24022,159,120,279,0.569892473,0.430107527,0.010065127,0.967436352,0,0.011841329
C24023,100,101,201,0.497512438,0.502487562,0.036666672,0.928666657,0.001333334,0.026000003
C24024,133,141,274,0.48540146,0.51459854,0.002163332,0.965386695,0.002163331,0.018388318
C24025,110,78,188,0.585106383,0.414893617,0.003454232,0.962867015,0,0.026770289
C24026,194,126,320,0.60625,0.39375,0.007468259,0.945481707,0,0.03136669
C24027,126,105,231,0.545454545,0.454545455,0.050489828,0.891484549,0.003014318,0.051996987
C24028,91,93,184,0.494565217,0.505434783,0.011235956,0.94494382,0,0.033707863
C24029,99,69,168,0.589285714,0.410714286,0.008051529,0.959742355,0,0.00805153
C24030,65,58,123,0.528455285,0.471544715,0.001589825,0.982511922,0.001589825,0.007949127
C24031,127,122,249,0.510040161,0.489959839,0.009029346,0.961625283,0.000752445,0.026335589
C24032,81,53,134,0.604477612,0.395522388,0.001858736,0.981412639,0,0.013011153
C24033,72,53,125,0.576,0.424,0.003667481,0.94621027,0.002444988,0.031784841
C24034,110,90,200,0.55,0.45,0.011156186,0.964503043,0.004056795,0.007099392
C24035,162,147,309,0.524271845,0.475728155,0.007751937,0.939707155,0.002583979,0.029285095
C24036,154,133,287,0.536585366,0.463414634,0.013726837,0.950583386,0.000686342,0.026767332
C24037,73,63,136,0.536764706,0.463235294,0.002320186,0.968677496,5.56E-12,0.0162413
C24038,80,134,214,0.373831776,0.626168224,0.047569803,0.872802484,0.014477766,0.053774559
C24039,147,149,296,0.496621622,0.503378378,0.035060976,0.534298779,0.00152439,0.416158538
C24040,110,97,207,0.531400966,0.468599034,0.017470882,0.930116473,0.012479201,0.036605656
C24041,99,56,155,0.638709677,0.361290323,0.026011561,0.950867052,0.002890173,0.014450867
C25001,84,228,312,0.269230769,0.730769231,0.104761905,0.008843537,0.012244897,0.867346939
C25002,66,253,319,0.206896552,0.793103448,0.133269871,0.041408853,0.011899096,0.799619229
C25003,172,78,250,0.688,0.312,0.728828067,0.062446533,0.113772452,0.059024806
C25004,142,88,230,0.617391304,0.382608696,0.211551385,0.604432491,0.089321697,0.072531902
C25005,101,252,353,0.28611898,0.71388102,0.164759731,0.036613271,0.011441648,0.773455373
C25006,103,40,143,0.72027972,0.27972028,0.022834985,0.004308488,0.951744937,0.009047824
C25007,52,292,344,0.151162791,0.848837209,0.133369625,0.015242242,0.008709853,0.837234621
C25008,55,296,351,0.156695157,0.843304843,0.086937716,0.022923875,0.001297578,0.881487889
C25009,51,292,343,0.148688047,0.851311953,0.100478466,0.072301969,0.006379584,0.816055291
C25010,276,42,318,0.867924528,0.132075472,0.725460123,0.092791411,0.100460123,0.068251534
C25011,67,285,352,0.190340909,0.809659091,0.102395492,0.014560827,0.006575857,0.87271019
C25012,70,256,326,0.214723926,0.785276074,0.154503616,0.02695595,0.009861933,0.800131492
C25013,55,324,379,0.145118734,0.854881266,0.073987901,0.006979991,0.002791996,0.914844114
C25014,181,68,249,0.726907631,0.273092369,0.082855657,0.034392913,0.799895774,0.064095885
C25015,88,235,323,0.27244582,0.72755418,0.089750129,0.015298317,0.005609384,0.885772563
C25016,256,45,301,0.850498339,0.149501661,0.765700482,0.030595813,0.135265701,0.056360709
C25017,95,283,378,0.251322751,0.748677249,0.190600518,0.130548311,0.024151436,0.640339422
C25018,266,67,333,0.798798799,0.201201201,0.049633383,0.068245911,0.838127478,0.031584881
C25019,65,324,389,0.167095116,0.832904884,0.095591647,0.020417633,0.006496519,0.863573086
C25020,138,75,213,0.647887324,0.352112676,0.047410014,0.899912192,0.009657597,0.028094822
C25021,233,83,316,0.737341772,0.262658228,0.557070707,0.120707071,0.225757576,0.066666667
C25022,59,267,326,0.180981595,0.819018405,0.084640989,0.019495958,0.00808369,0.879220162
C25023,74,286,360,0.205555556,0.794444444,0.121794877,0.035897436,0.014743591,0.817948711
C25024,55,304,359,0.153203343,0.846796657,0.116487462,0.028673833,0.011947433,0.827956984
C25025,209,100,309,0.676375405,0.323624595,0.508441559,0.038311689,0.322727272,0.111038961
C25026,59,259,318,0.185534591,0.814465409,0.098278726,0.014436424,0.004997224,0.876179908
C25027,150,70,220,0.681818182,0.318181818,0.56140351,0.126984127,0.187969924,0.096073517
C25028,62,306,368,0.168478261,0.831521739,0.109110169,0.030190678,0.009533898,0.83792373
C25029,163,109,272,0.599264706,0.400735294,0.141295871,0.751756403,0.018735366,0.067135078
C25030,51,258,309,0.165048544,0.834951456,0.101904273,0.013896037,0.006176017,0.863612968
C25031,258,54,312,0.826923077,0.173076923,0.7225,0.045,0.150833333,0.055833333
C25032,83,216,299,0.277591973,0.722408027,0.13097345,0.010029501,0.163421836,0.683185831
C26001,82,115,197,0.416243655,0.583756345,0.604995361,0.047178541,0.012025901,0.32932471
C26002,55,156,211,0.260663507,0.739336493,0.073543463,0.294173827,0.001910222,0.626552049
C26003,95,117,212,0.448113208,0.551886792,0.769747899,0.022689076,0.013445378,0.180672269
C26004,60,108,168,0.357142857,0.642857143,0.030840402,0.280647647,0.00231303,0.684656901
C26005,58,135,193,0.300518135,0.699481865,0.152579562,0.230515897,0.001097696,0.60812298
C26006,72,158,230,0.313043478,0.686956522,0.077601409,0.057319223,0.004409171,0.850088187
C26007,49,112,161,0.304347826,0.695652174,0.26522595,0.115913517,0.01178782,0.594302573
C26008,26,89,115,0.226086957,0.773913043,0.074117648,0.036470588,0.004705882,0.86
C26009,60,137,197,0.304568528,0.695431472,0.059764313,0.110269362,0.008417509,0.813973058
