ID,RO_E15,RO_G15,RO_TOTAL,P_RO_E15,P_RO_G15,PER_WHITE,PER_BLACK,PER_ASIAN,PER_HISP
C26018,80,121,201,0.39800995,0.60199005,0.050592885,0.056126481,0.006324111,0.879841899
C26019,43,88,131,0.328244275,0.671755725,0.014715719,0.33244147,0.000668896,0.63478261
C26020,84,107,191,0.439790576,0.560209424,0.32339956,0.188741722,0.029801324,0.431567328
C26021,73,147,220,0.331818182,0.668181818,0.168787676,0.294038848,0.003348962,0.525117214
C26022,41,105,146,0.280821918,0.719178082,0.017482519,0.065034963,0.005594406,0.908391608
C26023,44,98,142,0.309859155,0.690140845,0.061904767,0.048412697,0.002380952,0.864285711
C26024,67,132,199,0.336683417,0.663316583,0.07264297,0.122874804,0.011591963,0.785162288
C26025,55,136,191,0.287958115,0.712041885,0.175126906,0.145939091,0.008883248,0.656091364
C26026,43,88,131,0.328244275,0.671755725,0.228009254,0.267361112,0.011574075,0.473379631
C26027,89,151,240,0.370833333,0.629166667,0.211505932,0.187817256,0.037225042,0.54737732
C26028,127,108,235,0.540425532,0.459574468,0.575649056,0.018800359,0.020590869,0.355416295
C26029,53,93,146,0.363013699,0.636986301,0.087291405,0.170731699,0.008985879,0.725288835
C26030,48,110,158,0.303797468,0.696202532,0.160762941,0.23433242,0.017711171,0.574931888
C26031,34,84,118,0.288135593,0.711864407,0.048051949,0.087012997,0.007792205,0.842857134
C26032,115,102,217,0.529953917,0.470046083,0.557114227,0.029058116,0.032064129,0.35971944
C26033,72,129,201,0.358208955,0.641791045,0.364238406,0.15421003,0.016083254,0.448438981
C26034,81,147,228,0.355263158,0.644736842,0.331884069,0.120289859,0.013768116,0.513043463
C26035,84,136,220,0.381818182,0.618181818,0.212713938,0.138141806,0.011002445,0.630806847
C26036,57,107,164,0.347560976,0.652439024,0.622983873,0.041330645,0.019153226,0.300403225
C26037,54,153,207,0.260869565,0.739130435,0.133285302,0.101585012,0.00648415,0.750720465
C26038,39,87,126,0.30952381,0.69047619,0.021516393,0.125,2.18E-11,0.847336066
C26039,79,134,213,0.370892019,0.629107981,0.528200554,0.030438674,0.023276634,0.410922098
C26040,32,66,98,0.326530612,0.673469388,0.0800427,0.107790823,0.004268946,0.801494114
C26041,81,137,218,0.371559633,0.628440367,0.097650518,0.24963289,0.007342144,0.627753304
C26042,48,122,170,0.282352941,0.717647059,0.177727769,0.104611922,0.008998874,0.692913404
C26043,38,107,145,0.262068966,0.737931034,0.031984951,0.054562575,3.00E-09,0.910630269
C26044,41,86,127,0.322834646,0.677165354,0.016298023,0.095459842,5.56E-09,0.887077982
C26045,30,69,99,0.303030303,0.696969697,0.03788634,0.171485541,0.012961115,0.769690932
C26046,66,69,135,0.488888889,0.511111111,0.733719254,0.026049202,0.024602027,0.204052093
C26047,41,132,173,0.23699422,0.76300578,0.029526029,0.052836053,0.006993007,0.902097902
C26048,59,113,172,0.343023256,0.656976744,0.416751787,0.155260475,0.046986715,0.34933606
C26049,31,93,124,0.25,0.75,0.031456953,0.043046358,0.014072848,0.908112583
C27001,203,46,249,0.815261044,0.184738956,0.772200773,0.038610038,0.092664093,0.061776061
C27002,207,88,295,0.701694915,0.298305085,0.410535129,0.485785939,0.040133781,0.041806021
C27003,75,71,146,0.51369863,0.48630137,0.012448133,0.83713693,0.003112033,0.137966805
C27004,75,70,145,0.517241379,0.482758621,0.097165981,0.762483172,0.005398111,0.106612662
C27005,102,76,178,0.573033708,0.426966292,0.024832856,0.665711552,0,0.289398285
C27006,132,63,195,0.676923077,0.323076923,0.262766952,0.62674094,0.065923862,0.028783659
C27007,149,147,296,0.503378378,0.496621622,0.527758735,0.063742291,0.032213845,0.358464703
C27008,110,75,185,0.594594595,0.405405405,0.030534351,0.90076336,0.003053435,0.054961832
C27009,87,21,108,0.805555556,0.194444444,0.581888213,0.258188877,0.07321772,0.05780346
C27010,176,90,266,0.661654135,0.338345865,0.17706098,0.596415715,0.126881722,0.062365599
C27011,173,57,230,0.752173913,0.247826087,0.704861117,0.132812496,0.077256943,0.059027778
C27012,144,33,177,0.813559322,0.186440678,0.851581509,0.02189781,0.059610706,0.049878345
C27013,221,150,371,0.595687332,0.404312668,0.253303964,0.631424374,0.010279005,0.086637297
C27014,73,46,119,0.613445378,0.386554622,0.022196261,0.926401871,0.002336449,0.043224298
C27015,117,52,169,0.692307692,0.307692308,0.003703704,0.932407407,0,0.060185186
C27016,137,44,181,0.756906077,0.243093923,0.715020576,0.158436214,0.059670782,0.047325103
C27017,135,91,226,0.597345133,0.402654867,0.076394861,0.830042902,0.02060086,0.059227472
C27018,126,67,193,0.652849741,0.347150259,0.044703599,0.900874614,0.004859093,0.035957251
C27019,89,71,160,0.55625,0.44375,0.021043771,0.783670033,0,0.186868687
C27020,108,67,175,0.617142857,0.382857143,0.002512563,0.964824121,0.000628141,0.023869347
C27021,205,40,245,0.836734694,0.163265306,0.702014845,0.126193001,0.097560976,0.053022269
C27022,74,78,152,0.486842105,0.513157895,0.016304348,0.820652174,0,0.160869565
C27023,126,84,210,0.6,0.4,0.014304291,0.934980495,0.00130039,0.041612483
C27024,79,120,199,0.396984925,0.603015075,0.022038565,0.56473829,0.000550964,0.410468325
C27025,117,77,194,0.603092784,0.396907216,0.208053683,0.646212857,0.043144774,0.070949183
C27026,111,104,215,0.51627907,0.48372093,0.064085449,0.858477968,0.006675568,0.052069427
C27027,150,80,230,0.652173913,0.347826087,0.165257493,0.705611067,0.029976941,0.08224443
C27028,72,53,125,0.576,0.424,0.394025757,0.337126497,0.150782341,0.086770961
C27029,74,106,180,0.411111111,0.588888889,0.016431925,0.690923316,0,0.279342725
C27030,71,54,125,0.568,0.432,0.035846724,0.89616811,0.001236094,0.053152039
C27031,106,80,186,0.569892473,0.430107527,0.037105752,0.785714284,0.000927644,0.166048239
C27032,102,90,192,0.53125,0.46875,0.120470127,0.7208619,0.05093046,0.087169441
C27033,162,71,233,0.69527897,0.30472103,0.475352121,0.387323934,0.051643194,0.056338029
C27034,162,71,233,0.69527897,0.30472103,0.014097744,0.919172933,0,0.051691729
C27035,172,67,239,0.719665272,0.280334728,0.731343284,0.071310116,0.05721393,0.108623549
C27036,98,79,177,0.553672316,0.446327684,0.202416931,0.647532705,0.024169185,0.103726094
C27037,216,79,295,0.73220339,0.26779661,0.384514465,0.486876602,0.045931768,0.062992127
C27038,310,107,417,0.743405276,0.256594724,0.537927049,0.273885344,0.097278517,0.063115228
C27039,115,84,199,0.577889447,0.422110553,0.083879427,0.811271292,0.010484929,0.068152032
C27040,178,119,297,0.599326599,0.400673401,0.486719319,0.238334524,0.027997129,0.22325915
C27041,171,80,251,0.6812749,0.3187251,0.040307102,0.88099808,0.017274472,0.04318618
C27042,121,56,177,0.683615819,0.316384181,0.564059871,0.319467583,0.046589022,0.053244587
C27043,93,84,177,0.525423729,0.474576271,0.073869923,0.826901848,0.027563394,0.056229334
C27044,104,82,186,0.559139785,0.440860215,0.008764242,0.927256793,0.002629273,0.049079754
C27045,182,82,264,0.689393939,0.310606061,0.712191348,0.076388888,0.114969145,0.047067904
C27046,168,19,187,0.898395722,0.101604278,0.822161426,0.034199724,0.067031459,0.041039677
C27047,139,78,217,0.640552995,0.359447005,0.161892909,0.792029878,0.00373599,0.028642592
C27048,175,97,272,0.643382353,0.356617647,0.173228366,0.697153217,0.040581468,0.072683224
C27049,85,64,149,0.570469799,0.429530201,0.016052894,0.937677017,0.002832861,0.03116149
C27050,128,78,206,0.621359223,0.378640777,0.011128777,0.933227342,0.00317965,0.044515105
C28001,99,81,180,0.55,0.45,0.00171969,0.97850387,0.002579536,0.009458297
C28002,94,85,179,0.525139665,0.474860335,0.047817048,0.881496881,0.005197505,0.043659044
C28003,72,79,151,0.476821192,0.523178808,0.016546019,0.942088935,0.001034126,0.027921406
C28004,114,69,183,0.62295082,0.37704918,0.455842391,0.082201087,0.363451087,0.069972826
C28005,101,66,167,0.604790419,0.395209581,0.13348945,0.812646344,7.49E-11,0.049180365
C28006,102,51,153,0.666666667,0.333333333,0.509803911,0.281862752,0.06372549,0.120098042
C28007,122,98,220,0.554545455,0.445454545,0.006882312,0.95044735,0,0.022711631
C28008,94,37,131,0.717557252,0.282442748,0.695364238,0.056953643,0.137748344,0.078145695
C28009,126,73,199,0.633165829,0.366834171,0.008830022,0.97718911,0.000735835,0.003679176
C28010,150,85,235,0.638297872,0.361702128,0.328036325,0.471623153,0.105561862,0.060726447
C28011,157,204,361,0.434903047,0.565096953,0.189676878,0.443138899,0.083088543,0.262274446
C28012,143,79,222,0.644144144,0.355855856,0.00155159,0.963537626,0,0.02094647
C28013,109,90,199,0.547738693,0.452261307,0.013251783,0.949031597,0,0.024464836
C28014,141,77,218,0.646788991,0.353211009,0.005212858,0.974804511,0,0.014769771
C28015,58,23,81,0.716049383,0.283950617,0.00217865,0.980392156,0,0.013071895
C28016,87,53,140,0.621428571,0.378571429,0,0.988877654,0,0.002022245
C28017,108,63,171,0.631578947,0.368421053,0.008960573,0.961469534,0.001792115,0.019713262
C28018,117,65,182,0.642857143,0.357142857,0.077551023,0.74285714,0.125170066,0.04489796
C28019,82,130,212,0.386792453,0.613207547,0.281453853,0.175209679,0.179869508,0.323392406
C28020,108,115,223,0.484304933,0.515695067,0.039198606,0.904181185,0.004355401,0.040069686
C28021,116,69,185,0.627027027,0.372972973,0,0.966360858,0,0.02956167
C28022,85,95,180,0.472222222,0.527777778,0.037433155,0.924064172,0.002139037,0.031016043
C28023,141,104,245,0.575510204,0.424489796,0.003196931,0.961636829,0,0.023657289
C28024,110,82,192,0.572916667,0.427083333,0.014964789,0.950704225,0,0.022887324
C28025,134,139,273,0.490842491,0.509157509,0.024885396,0.941715783,0.003274394,0.017681729
C28026,135,87,222,0.608108108,0.391891892,0.004989309,0.96863863,0.000712758,0.012829651
C28027,151,92,243,0.621399177,0.378600823,0.559379217,0.055330634,0.278002699,0.079622132
C28028,177,91,268,0.660447761,0.339552239,0.65070922,0.035460993,0.169326241,0.118794326
C28029,55,38,93,0.591397849,0.408602151,0.066312997,0.794429709,0.018567639,0.111405836
C28030,27,20,47,0.574468085,0.425531915,0.044871791,0.865384625,0,0.083333329
C28031,208,110,318,0.65408805,0.34591195,0.03894297,0.947148824,0,0.011821975
C28032,117,78,195,0.6,0.4,0.030769231,0.932478633,0.001709402,0.026495726
C28033,146,97,243,0.600823045,0.399176955,0.001573564,0.940991345,0,0.040125885
C28034,157,129,286,0.548951049,0.451048951,0.034266611,0.760969501,0.005850397,0.189302124
C28035,117,116,233,0.502145923,0.497854077,0.018230925,0.94058069,0.001350439,0.027008777
C28036,81,61,142,0.570422535,0.429577465,0.003442341,0.974182444,0,0.012048193
C28037,186,107,293,0.634812287,0.365187713,0.015715949,0.940628641,0.000582072,0.023864957
C28038,64,51,115,0.556521739,0.443478261,0.009383377,0.840482574,0,0.143431636
C28039,102,65,167,0.610778443,0.389221557,0.00280112,0.985994398,0,0.004668534
C28040,164,98,262,0.625954198,0.374045802,0.001335113,0.981975968,0.000667557,0.008678238
C28041,85,80,165,0.515151515,0.484848485,0.008744039,0.953100164,0.000794913,0.028616848
C28042,131,111,242,0.541322314,0.458677686,0.005568815,0.972155925,0,0.019093081
C28043,170,85,255,0.666666667,0.333333333,0.001829268,0.973780488,0,0.014634146
C28044,84,75,159,0.528301887,0.471698113,0.010582011,0.971428571,0,0.010582011
C28045,118,59,177,0.666666667,0.333333333,0.569051566,0.228785381,0.068219627,0.106489182
C28046,171,233,404,0.423267327,0.576732673,0.305970152,0.169154227,0.249170813,0.253731341
C29001,217,180,397,0.546599496,0.453400504,0.424242416,0.272727261,0.03030303,0.252813874
C29002,257,149,406,0.633004926,0.366995074,0.00330033,0.975577557,0,0.01320132
C29003,200,101,301,0.664451827,0.335548173,0.005960265,0.971523179,0.001324503,0.007284768
C29004,195,125,320,0.609375,0.390625,0.009419152,0.855572998,0.003924647,0.124803768
C29005,143,110,253,0.565217391,0.434782609,0.009441385,0.935483871,0,0.04956727
C29006,138,96,234,0.58974359,0.41025641,0.012310606,0.949810606,0.00094697,0.028409091
C29007,189,111,300,0.63,0.37,0.157217242,0.637440238,0.031015357,0.163631733
C29008,98,73,171,0.573099415,0.426900585,0.009461857,0.945002957,0,0.029568303
C29009,191,184,375,0.509333333,0.490666667,0.448026829,0.267153657,0.017671623,0.249476462
C29010,263,185,448,0.587053571,0.412946429,0.437799561,0.342828741,0.042733347,0.162394088
C29011,89,86,175,0.508571429,0.491428571,0.010204082,0.970845481,0.001457726,0.00728863
C29012,216,143,359,0.601671309,0.398328691,0.0313417,0.827253116,0.002915571,0.130471794
C29013,169,129,298,0.567114094,0.432885906,0.009852249,0.935961992,0.000821055,0.037765259
C29014,155,148,303,0.511551155,0.488448845,0.006185576,0.979381435,0,0.00515464
C29015,217,144,361,0.601108033,0.398891967,0.022707888,0.842425049,0.000743512,0.12629343
C29016,177,122,299,0.591973244,0.408026756,0,0.98307579,0,0.006622516
C29017,176,96,272,0.647058824,0.352941176,0.00680272,0.847316704,0.00302343,0.131519276
C29018,162,101,263,0.615969582,0.384030418,0.035913884,0.926576405,0.003990363,0.020750114
C29019,165,149,314,0.525477707,0.474522293,0.02536448,0.938538812,0.003902666,0.014634136
C29020,216,169,385,0.561038961,0.438961039,0.013813081,0.953159413,0,0.02281689
C29021,181,107,288,0.628472222,0.371527778,0.004251299,0.974019839,0.000472367,0.016060463
C29022,99,119,218,0.45412844,0.54587156,0.130256373,0.557162692,0.039501896,0.265523758
C29023,161,170,331,0.486404834,0.513595166,0.465353716,0.13566746,0.035740335,0.328956886
C29024,165,94,259,0.637065637,0.362934363,0.016477857,0.823892885,0,0.155509794
C29025,228,114,342,0.666666667,0.333333333,0.012429335,0.915870544,0.017209848,0.04970976
C29026,172,130,302,0.569536424,0.430463576,0.091238375,0.845053258,0.004753379,0.040893911
C29027,146,109,255,0.57254902,0.42745098,0.005917161,0.925049305,0.000986193,0.058185408
C29028,194,162,356,0.54494382,0.45505618,0.00277585,0.966689799,0,0.010409438
C29029,165,132,297,0.555555556,0.444444444,0.630989776,0.018129516,0.040936992,0.295323799
C29030,227,166,393,0.577608142,0.422391858,0.353669311,0.301503095,0.026525198,0.308576489
C29031,164,122,286,0.573426573,0.426573427,0.718318318,0.012012012,0.025825826,0.229429429
C29032,131,136,267,0.490636704,0.509363296,0.741861711,0.001744259,0.024998885,0.21686095
C29033,141,109,250,0.564,0.436,0.029850745,0.928086839,0.001356852,0.027137042
C29034,112,88,200,0.56,0.44,0.133086661,0.48881129,0.080847043,0.287308129
C29035,101,82,183,0.551912568,0.448087432,0.014692378,0.928374656,0,0.042240588
C29036,186,88,274,0.678832117,0.321167883,0.008466235,0.848922362,5.35E-05,0.120334076
C29037,156,125,281,0.555160142,0.444839858,0.020498373,0.909983699,0.001782584,0.062387785
C29038,123,135,258,0.476744186,0.523255814,0.400232001,0.055104402,0.015661257,0.520301641
C29039,142,140,282,0.503546099,0.496453901,0.450177075,0.015421155,0.032028443,0.490510963
C29040,201,130,331,0.607250755,0.392749245,0.018229164,0.911458358,0.000868056,0.052083294
C29041,153,96,249,0.614457831,0.385542169,0.007368421,0.910526316,0.001052632,0.069473684
C29042,171,112,283,0.604240283,0.395759717,0.007537688,0.966080402,0,0.008165829
C29043,195,195,390,0.5,0.5,0.231057063,0.43498597,0.036482694,0.276894292
C29044,199,168,367,0.542234332,0.457765668,0.020726138,0.932100139,0.002144692,0.03216639
C30001,119,164,283,0.4204947,0.5795053,0.329178468,0.028328612,0.031728045,0.596033997
C30002,127,149,276,0.460144928,0.539855072,0.367081113,0.020722321,0.024866785,0.57785672
C30003,93,118,211,0.440758294,0.559241706,0.33076923,0.034188035,0.037606838,0.58034188
C30004,134,148,282,0.475177305,0.524822695,0.432158119,0.013354701,0.023504274,0.523504273
C30005,71,129,200,0.355,0.645,0.127264057,0.021449,0.014775978,0.826978076
C30006,99,129,228,0.434210526,0.565789474,0.17797619,0.066071427,0.010714286,0.741666668
C30007,101,196,297,0.34006734,0.65993266,0.306001189,0.009506833,0.027332145,0.63755199
C30008,147,165,312,0.471153846,0.528846154,0.357798166,0.021215596,0.033256881,0.573394494
C30009,113,111,224,0.504464286,0.495535714,0.455035969,0.010791367,0.044964026,0.475419669
C30010,112,167,279,0.401433692,0.598566308,0.171162334,0.023050514,0.022069642,0.775870527
C30011,66,153,219,0.301369863,0.698630137,0.081165047,0.025242719,0.009320389,0.876893205
C30012,95,139,234,0.405982906,0.594017094,0.214654286,0.016511868,0.039731682,0.716718263
C30013,112,140,252,0.444444444,0.555555556,0.252881361,0.017627118,0.079999999,0.635932201
C30014,63,109,172,0.36627907,0.63372093,0.115405262,0.016639828,0.017176597,0.84380032
C30015,178,111,289,0.615916955,0.384083045,0.612590799,0.021791768,0.050847458,0.279661017
C30016,56,84,140,0.4,0.6,0.197333333,0.013333334,0.053333333,0.710222222
C30017,141,130,271,0.520295203,0.479704797,0.502977801,0.010286952,0.051976179,0.421765024
C30018,73,181,254,0.287401575,0.712598425,0.211850663,0.01866883,0.0137987,0.743100638
C30019,60,191,251,0.239043825,0.760956175,0.110631229,0.016943522,0.001993356,0.860465116
C30020,105,180,285,0.368421053,0.631578947,0.319435935,0.013488657,0.03065604,0.614960139
C30021,106,134,240,0.441666667,0.558333333,0.462802768,0.010380623,0.058823529,0.453287198
C30022,88,199,287,0.306620209,0.693379791,0.219719352,0.011447563,0.018463811,0.740768092
C30023,82,156,238,0.344537815,0.655462185,0.316783835,0.032952547,0.035149385,0.603251315
C30024,81,159,240,0.3375,0.6625,0.365269457,0.011177644,0.015568865,0.596007986
C30025,106,165,271,0.391143911,0.608856089,0.396876245,0.032038445,0.019223066,0.540648788
C30026,77,98,175,0.44,0.56,0.210347752,0.005089059,0.055979644,0.710771841
C30027,74,83,157,0.47133758,0.52866242,0.416590693,0.025524156,0.031905195,0.518687339
C30028,132,148,280,0.471428571,0.528571429,0.398663696,0.027468449,0.03192279,0.524127693
C30029,53,95,148,0.358108108,0.641891892,0.161846153,0.036923077,0.016615385,0.768615385
C30030,37,77,114,0.324561404,0.675438596,0.126325941,0.022179363,0.039537125,0.80135005
C30031,86,105,191,0.45026178,0.54973822,0.311715487,0.011506276,0.114016739,0.549163171
C30032,80,110,190,0.421052632,0.578947368,0.412807882,0.028571429,0.105418719,0.438423645
C31001,57,151,208,0.274038462,0.725961538,0.077978337,0.018772563,0.005776173,0.889530688
C31002,59,116,175,0.337142857,0.662857143,0.136436597,0.036115569,0.009630816,0.813804177
C31003,99,138,237,0.417721519,0.582278481,0.283825818,0.00777605,0.034214619,0.669517883
C31004,78,158,236,0.330508475,0.669491525,0.214169388,0.047231274,0.009771988,0.719055362
C31005,82,142,224,0.366071429,0.633928571,0.212467076,0.033362599,0.062335381,0.676031608
C31006,87,127,214,0.406542056,0.593457944,0.200544465,0.019056261,0.021778584,0.744101634
C31007,78,145,223,0.349775785,0.650224215,0.230932188,0.035310731,0.012005648,0.701271208
C31008,60,91,151,0.397350993,0.602649007,0.219931273,0.030927835,0.032646048,0.703608246
C31009,95,153,248,0.383064516,0.616935484,0.160389612,0.007792208,0.026623377,0.797402596
C31010,77,104,181,0.425414365,0.574585635,0.161098735,0.021529322,0.014847808,0.797327403
C31011,86,100,186,0.462365591,0.537634409,0.296832581,0.027149322,0.027149321,0.632579183
C31012,80,103,183,0.43715847,0.56284153,0.288774638,0.015424164,0.034275922,0.651242499
C31013,59,172,231,0.255411255,0.744588745,0.10960854,0.032740214,0.012811387,0.837010677
C31014,90,113,203,0.443349754,0.556650246,0.378084179,0.01161103,0.025399129,0.571843253
C31015,68,110,178,0.382022472,0.617977528,0.317817013,0.016051365,0.012841091,0.648475122
C31016,60,186,246,0.243902439,0.756097561,0.206870231,0.016030534,0.006870229,0.75496183
C31017,102,119,221,0.461538462,0.538461538,0.215669755,0.02864364,0.02190396,0.727042965
C31018,84,119,203,0.413793103,0.586206897,0.104632587,0.026357828,0.015974441,0.84345048
C31019,85,103,188,0.45212766,0.54787234,0.252032516,0.010840108,0.052393856,0.682926836
C31020,73,130,203,0.359605911,0.640394089,0.141503046,0.030467164,0.011509819,0.800270817
C31021,77,110,187,0.411764706,0.588235294,0.094265514,0.017282011,0.014139827,0.866457188
C31022,43,133,176,0.244318182,0.755681818,0.061507935,0.038359789,0.005291005,0.886243387
C31023,80,114,194,0.412371134,0.587628866,0.211934181,0.010973944,0.015089171,0.751028764
C31024,93,135,228,0.407894737,0.592105263,0.121969697,0.022727273,0.021969697,0.83030303
C31025,64,123,187,0.342245989,0.657754011,0.307299273,0.006569343,0.008029197,0.674452552
C31026,97,133,230,0.42173913,0.57826087,0.161152617,0.01280683,0.025613664,0.790821765
C31027,104,146,250,0.416,0.584,0.131524008,0.012526096,0.032707029,0.814196242
C31028,62,116,178,0.348314607,0.651685393,0.141935486,0.028387096,0.002580645,0.814193547
C31029,122,126,248,0.491935484,0.508064516,0.115384614,0.034455128,0.018429488,0.824519232
C31030,64,104,168,0.380952381,0.619047619,0.126984124,0.016594517,0.02092352,0.82539683
C31031,78,131,209,0.373205742,0.626794258,0.435440784,0.008904719,0.005342832,0.54318789
C31032,55,119,174,0.316091954,0.683908046,0.161465396,0.037313433,0.010854816,0.784938947
C31033,95,105,200,0.475,0.525,0.400823042,0.013168725,0.021399177,0.557201648
C31034,91,113,204,0.446078431,0.553921569,0.342557963,0.020942408,0.024682124,0.593118927
C31035,84,161,245,0.342857143,0.657142857,0.167114097,0.010738255,0.006711411,0.81006711
C31036,101,144,245,0.412244898,0.587755102,0.244107741,0.012626263,0.03367003,0.701178458
C31037,76,112,188,0.404255319,0.595744681,0.135846373,0.022759602,0.012802276,0.815789474
C31038,79,131,210,0.376190476,0.623809524,0.066569131,0.021214338,0.000731529,0.901975125
C31039,48,145,193,0.248704663,0.751295337,0.111945904,0.045078888,0.012772351,0.820435765
C31040,71,138,209,0.339712919,0.660287081,0.134756507,0.067378253,0.019346231,0.767178114
C31041,49,146,195,0.251282051,0.748717949,0.047983311,0.025730181,0.015299027,0.899165505
C32001,172,110,282,0.609929078,0.390070922,0.48226949,0.038684722,0.052224366,0.401031609
C32002,188,61,249,0.75502008,0.24497992,0.777504102,0.030377668,0.073891628,0.096059116
C32003,139,219,358,0.388268156,0.611731844,0.543545874,0.041990668,0.025660963,0.365474345
C32004,208,91,299,0.695652174,0.304347826,0.812556054,0.012556054,0.052017937,0.112107623
C32005,172,115,287,0.599303136,0.400696864,0.772277223,0.013709063,0.039603959,0.153084545
C32006,203,55,258,0.786821705,0.213178295,0.81466227,0.015650741,0.068369028,0.076606264
C32007,234,81,315,0.742857143,0.257142857,0.856227757,0.020640569,0.041281139,0.066903914
C32008,270,52,322,0.838509317,0.161490683,0.887500003,0.015789473,0.029605263,0.052631577
C32009,188,113,301,0.624584718,0.375415282,0.632668705,0.053680993,0.036809814,0.259969321
C32010,206,81,287,0.717770035,0.282229965,0.810866577,0.022696009,0.037138928,0.09834938
C32011,117,184,301,0.388704319,0.611295681,0.594040962,0.081005588,0.02886406,0.270949725
C32012,81,186,267,0.303370787,0.696629213,0.441837735,0.072336265,0.021505376,0.451612902
C32013,223,59,282,0.790780142,0.209219858,0.769230768,0.021404684,0.062876254,0.11973244
C32014,107,167,274,0.390510949,0.609489051,0.627016121,0.043346775,0.058467742,0.243951621
C32015,164,100,264,0.621212121,0.378787879,0.836239575,0.018195603,0.028051554,0.096285065
C32016,156,133,289,0.539792388,0.460207612,0.743220343,0.038983047,0.035593221,0.166949151
C32017,131,185,316,0.414556962,0.585443038,0.559040556,0.029520292,0.030442805,0.349631029
C32018,250,50,300,0.833333333,0.166666667,0.810534592,0.014937107,0.043238994,0.110062893
C32019,138,115,253,0.545454545,0.454545455,0.737254888,0.025098042,0.034509805,0.188235304
C32020,78,246,324,0.240740741,0.759259259,0.367058833,0.054117649,0.036862747,0.523921555
C32021,216,115,331,0.652567976,0.347432024,0.821766562,0.012618296,0.0488959,0.099369085
C32022,146,214,360,0.405555556,0.594444444,0.482909707,0.083260293,0.020157756,0.398773034
C32023,201,55,256,0.78515625,0.21484375,0.873004354,0.008708273,0.038461539,0.068214803
C32024,167,29,196,0.852040816,0.147959184,0.820493059,0.015408326,0.086286594,0.04699538
C32025,162,99,261,0.620689655,0.379310345,0.793235973,0.008455034,0.031514221,0.146041506
C32026,158,182,340,0.464705882,0.535294118,0.648114849,0.017953325,0.035906639,0.274685867
C32027,253,68,321,0.788161994,0.211838006,0.787525702,0.016449623,0.076079507,0.098697739
C32028,123,178,301,0.408637874,0.591362126,0.524686189,0.050209212,0.036820082,0.368200834
C32029,170,146,316,0.537974684,0.462025316,0.716894981,0.009893457,0.037290716,0.213089796
C32030,248,42,290,0.855172414,0.144827586,0.835249042,0.013793103,0.064367816,0.059003832
C32031,213,82,295,0.722033898,0.277966102,0.755786114,0.025538707,0.04868316,0.145251396
C32032,211,88,299,0.705685619,0.294314381,0.725859244,0.023731587,0.060556461,0.173486095
C32033,216,103,319,0.677115987,0.322884013,0.784530387,0.022099448,0.059984214,0.11996843
C32034,154,108,262,0.58778626,0.41221374,0.789889417,0.018957346,0.030015798,0.142180093
C32035,183,75,258,0.709302326,0.290697674,0.758700699,0.013147719,0.050270686,0.146171695
C32036,209,78,287,0.728222997,0.271777003,0.806130909,0.011599006,0.071251036,0.084507038
C32037,122,100,222,0.54954955,0.45045045,0.726307809,0.027293404,0.062926459,0.166034875
C32038,165,89,254,0.649606299,0.350393701,0.69394178,0.044846573,0.052714396,0.186467353
C32039,295,53,348,0.847701149,0.152298851,0.881088826,0.00859599,0.049426933,0.042263608
C32040,263,75,338,0.778106509,0.221893491,0.812912697,0.016140866,0.049889947,0.095377841
C32041,222,75,297,0.747474747,0.252525253,0.787900356,0.009964413,0.034875445,0.150177935
C32042,169,95,264,0.640151515,0.359848485,0.7852194,0.023094688,0.043110085,0.12317167
C32043,117,169,286,0.409090909,0.590909091,0.581118236,0.03024748,0.021998167,0.353803853
C33001,122,203,325,0.375384615,0.624615385,0.168337364,0.026615971,0.085724163,0.705841686
C33002,172,244,416,0.413461538,0.586538462,0.267761034,0.042249731,0.172497309,0.488966631
C33003,142,232,374,0.379679144,0.620320856,0.253757428,0.041593848,0.098916463,0.585110101
C33004,149,221,370,0.402702703,0.597297297,0.300487812,0.017560976,0.047317073,0.6107317
C33005,139,146,285,0.487719298,0.512280702,0.363813245,0.03631647,0.039559018,0.536964963
C33006,130,170,300,0.433333333,0.566666667,0.25073573,0.016480283,0.082989991,0.625073572
C33007,173,176,349,0.495702006,0.504297994,0.204402513,0.047169813,0.204402522,0.519916135
C33008,256,222,478,0.535564854,0.464435146,0.594710935,0.023370234,0.072570736,0.286592868
C33009,185,166,351,0.527065527,0.472934473,0.422069826,0.025561097,0.062967581,0.459476309
C33010,218,147,365,0.597260274,0.402739726,0.52961917,0.016925247,0.096614952,0.338504947
C33011,145,203,348,0.416666667,0.583333333,0.350568176,0.028409091,0.08068182,0.514204549
C33012,159,185,344,0.462209302,0.537790698,0.34898929,0.020808561,0.079072533,0.520214037
C33013,98,212,310,0.316129032,0.683870968,0.237994731,0.008443271,0.031662271,0.707651705
C33014,45,114,159,0.283018868,0.716981132,0.217768147,0.030335866,0.007583964,0.730227523
C33015,149,258,407,0.366093366,0.633906634,0.214596005,0.042571675,0.100347522,0.623370982
C33016,233,254,487,0.478439425,0.521560575,0.328924163,0.02557319,0.087301589,0.534832451
C33017,161,234,395,0.407594937,0.592405063,0.321091814,0.031265508,0.082382136,0.54640198
C33018,151,245,396,0.381313131,0.618686869,0.279304029,0.100732601,0.128205128,0.466117217
C33019,130,171,301,0.431893688,0.568106312,0.385964906,0.035087721,0.036902601,0.521476109
